Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method
Electronics,167.08,1,Defective,Returned,60,Female,City23,Credit Card,Next-Day
Toys,176.21,4,,Not Returned,69,Female,City3,Gift Card,Standard
Electronics,81.86,3,Wrong item,Returned,70,Male,City10,Gift Card,Standard
Home,86.71,1,,Not Returned,56,Female,City47,Credit Card,Standard
Electronics,321.89,5,Changed mind,Returned,49,Female,City49,PayPal,Standard
Home,26.42,3,,Not Returned,43,Female,City36,Credit Card,Standard
Clothing,210.66,2,Changed mind,Returned,70,Male,City62,Debit Card,Express
Clothing,11.6,2,Not as described,Returned,43,Female,City17,Credit Card,Next-Day
Home,54.26,2,Not as described,Returned,69,Female,City15,Credit Card,Express
Toys,252.08,4,Defective,Returned,53,Male,City79,Credit Card,Next-Day
Books,242.65,2,Defective,Returned,24,Male,City40,PayPal,Standard
Clothing,284.35,2,,Not Returned,36,Male,City14,Debit Card,Standard
Books,154.95,1,Wrong item,Returned,66,Male,City65,Credit Card,Next-Day
Books,397.16,3,Not as described,Returned,60,Male,City26,Credit Card,Next-Day
Books,443.59,3,,Not Returned,60,Male,City57,PayPal,Next-Day
Toys,439.32,5,Not as described,Returned,43,Female,City50,Debit Card,Next-Day
Books,343.05,4,Defective,Returned,53,Male,City43,PayPal,Standard
Clothing,93.97,2,,Not Returned,23,Male,City30,Gift Card,Standard
Home,90.91,2,Changed mind,Returned,37,Female,City67,Gift Card,Express
Toys,428.01,5,,Not Returned,62,Male,City30,Debit Card,Express
Books,253.45,1,Changed mind,Returned,26,Female,City82,PayPal,Standard
Books,21.98,5,,Not Returned,22,Male,City4,PayPal,Next-Day
Books,111.54,1,Wrong item,Returned,58,Male,City70,Debit Card,Express
Books,107.11,5,Defective,Returned,26,Male,City6,PayPal,Express
Clothing,278.55,2,Changed mind,Returned,21,Male,City2,Debit Card,Express
Clothing,456.86,5,,Not Returned,24,Female,City63,Gift Card,Standard
Books,5.34,1,Not as described,Returned,63,Female,City76,Credit Card,Express
Books,212.87,2,Not as described,Returned,23,Female,City23,Gift Card,Next-Day
Clothing,176.45,1,Wrong item,Returned,23,Female,City85,PayPal,Express
Toys,146.88,3,,Not Returned,58,Female,City92,Gift Card,Standard
Clothing,252.57,5,,Not Returned,54,Male,City75,Debit Card,Express
Toys,132.93,2,,Not Returned,35,Female,City22,PayPal,Next-Day
Electronics,493.86,1,Changed mind,Returned,52,Male,City4,Debit Card,Express
Toys,197.1,5,Defective,Returned,48,Female,City28,Credit Card,Express
Clothing,317.77,4,Not as described,Returned,55,Male,City91,Gift Card,Standard
Clothing,485.72,4,,Not Returned,44,Female,City62,Debit Card,Standard
Clothing,446.22,4,,Not Returned,52,Female,City28,Gift Card,Express
Home,483.16,3,Not as described,Returned,57,Female,City60,PayPal,Next-Day
Clothing,192.98,5,,Not Returned,49,Male,City14,PayPal,Express
Books,177.41,5,Not as described,Returned,67,Male,City60,PayPal,Next-Day
Electronics,423.82,5,Not as described,Returned,53,Male,City69,Credit Card,Express
Toys,12.81,1,Defective,Returned,41,Female,City24,PayPal,Next-Day
Clothing,108.7,3,Defective,Returned,38,Female,City76,PayPal,Standard
Books,24.54,4,,Not Returned,68,Male,City50,Debit Card,Standard
Books,32.06,4,Defective,Returned,52,Female,City3,Credit Card,Standard
Electronics,52.42,3,Defective,Returned,28,Male,City13,Credit Card,Next-Day
Home,278.34,3,,Not Returned,69,Male,City77,Debit Card,Express
Home,12.91,3,Changed mind,Returned,18,Male,City31,Gift Card,Next-Day
Electronics,77.41,3,,Not Returned,51,Male,City15,Debit Card,Express
Electronics,133.67,4,,Not Returned,45,Male,City55,Gift Card,Express
Clothing,430.93,5,,Not Returned,35,Male,City42,Gift Card,Standard
Toys,5.8,3,Defective,Returned,57,Female,City44,PayPal,Next-Day
Books,433.42,4,,Not Returned,31,Female,City35,Credit Card,Next-Day
Electronics,363.24,3,Changed mind,Returned,28,Female,City44,Gift Card,Next-Day
Books,89.86,1,,Not Returned,38,Male,City16,Credit Card,Standard
Electronics,216.56,2,,Not Returned,49,Male,City28,Credit Card,Standard
Home,298.47,5,,Not Returned,61,Female,City83,Credit Card,Next-Day
Clothing,99.98,2,Wrong item,Returned,37,Female,City4,Gift Card,Standard
Books,104.02,3,,Not Returned,26,Female,City53,Gift Card,Express
Books,102.12,4,,Not Returned,25,Male,City92,Gift Card,Standard
Books,256.62,1,Changed mind,Returned,46,Male,City56,Credit Card,Express
Toys,423.65,2,Wrong item,Returned,35,Male,City4,PayPal,Express
Toys,479.72,5,,Not Returned,29,Male,City56,Credit Card,Standard
Clothing,324.75,2,,Not Returned,28,Male,City38,Gift Card,Standard
Home,312.33,4,,Not Returned,55,Female,City76,PayPal,Standard
Electronics,430.06,4,Defective,Returned,42,Male,City91,Credit Card,Next-Day
Clothing,386.51,1,Wrong item,Returned,24,Female,City61,Debit Card,Express
Toys,167.59,3,,Not Returned,55,Female,City86,Credit Card,Standard
Toys,156.97,3,,Not Returned,50,Female,City17,Credit Card,Next-Day
Toys,313.55,4,,Not Returned,33,Male,City59,Gift Card,Next-Day
Toys,391.32,2,Wrong item,Returned,41,Female,City69,Credit Card,Standard
Clothing,92.63,5,Defective,Returned,30,Male,City70,Credit Card,Express
Books,103,3,Changed mind,Returned,64,Male,City37,Debit Card,Standard
Clothing,487.57,5,,Not Returned,56,Male,City38,Gift Card,Standard
Toys,320.45,4,,Not Returned,36,Female,City45,Credit Card,Next-Day
Books,425.69,2,Defective,Returned,54,Female,City20,PayPal,Standard
Electronics,168.2,1,,Not Returned,36,Male,City11,Debit Card,Standard
Toys,265.71,1,Wrong item,Returned,52,Female,City41,Debit Card,Next-Day
Books,92.89,3,,Not Returned,58,Female,City5,PayPal,Express
Clothing,32.92,5,,Not Returned,49,Female,City68,Debit Card,Standard
Toys,26.85,1,Not as described,Returned,63,Female,City62,Gift Card,Next-Day
Electronics,186.99,2,Changed mind,Returned,68,Male,City2,Gift Card,Standard
Clothing,159.99,1,Not as described,Returned,55,Female,City29,Debit Card,Express
Clothing,309.16,4,,Not Returned,36,Female,City25,Debit Card,Express
Books,238.21,4,Defective,Returned,18,Female,City67,Gift Card,Express
Clothing,117.92,5,Not as described,Returned,47,Male,City40,Credit Card,Next-Day
Home,175.12,2,Not as described,Returned,25,Female,City61,Debit Card,Next-Day
Books,295.66,5,Defective,Returned,42,Male,City40,PayPal,Express
Toys,261.97,3,Defective,Returned,42,Female,City72,Debit Card,Express
Home,499.02,2,,Not Returned,52,Male,City42,Credit Card,Express
Toys,267.64,3,Defective,Returned,61,Female,City78,Debit Card,Next-Day
Books,484.18,5,,Not Returned,41,Male,City49,Debit Card,Standard
Home,230.9,3,Wrong item,Returned,34,Female,City15,Debit Card,Standard
Home,440.78,1,Changed mind,Returned,50,Male,City20,PayPal,Standard
Toys,327.25,4,,Not Returned,56,Female,City44,PayPal,Standard
Electronics,226.51,2,,Not Returned,68,Male,City78,Credit Card,Next-Day
Home,8,4,,Not Returned,67,Male,City87,Debit Card,Express
Books,181.64,4,Not as described,Returned,43,Male,City78,Credit Card,Standard
Home,276.67,4,Changed mind,Returned,57,Female,City32,Gift Card,Express
Home,438.06,1,,Not Returned,51,Female,City81,PayPal,Express
Books,304.61,3,Changed mind,Returned,57,Male,City8,Credit Card,Next-Day
Home,418.3,2,Not as described,Returned,36,Female,City73,Debit Card,Express
Home,272.11,5,,Not Returned,26,Female,City12,Debit Card,Standard
Toys,72,1,Changed mind,Returned,46,Male,City92,PayPal,Express
Clothing,231.13,3,,Not Returned,22,Male,City89,PayPal,Express
Toys,459.41,2,Defective,Returned,41,Female,City29,Gift Card,Next-Day
Toys,428.43,5,Defective,Returned,49,Female,City28,Credit Card,Standard
Books,99.49,1,,Not Returned,47,Female,City82,PayPal,Standard
Clothing,34,4,Defective,Returned,23,Female,City19,Gift Card,Next-Day
Clothing,338.39,3,,Not Returned,52,Female,City18,Credit Card,Standard
Electronics,61.69,3,Changed mind,Returned,45,Male,City81,PayPal,Standard
Clothing,387.46,1,Defective,Returned,52,Female,City36,Debit Card,Express
Home,269.26,2,Wrong item,Returned,33,Female,City88,Debit Card,Express
Clothing,223.71,4,,Not Returned,33,Female,City72,Gift Card,Next-Day
Books,461.41,5,Not as described,Returned,27,Male,City58,Gift Card,Express
Clothing,160.82,1,Defective,Returned,62,Male,City19,Credit Card,Next-Day
Books,358.97,4,Changed mind,Returned,46,Male,City16,Credit Card,Next-Day
Toys,61.45,4,Changed mind,Returned,19,Male,City98,Credit Card,Express
Home,292.26,3,Wrong item,Returned,24,Female,City99,Debit Card,Standard
Electronics,325.7,4,,Not Returned,42,Female,City35,Credit Card,Express
Toys,83.62,5,Not as described,Returned,37,Female,City68,Credit Card,Next-Day
Books,353.33,4,,Not Returned,35,Female,City37,PayPal,Next-Day
Toys,347.03,2,,Not Returned,66,Female,City40,PayPal,Standard
Toys,368.6,3,,Not Returned,60,Female,City99,Debit Card,Next-Day
Home,447.96,3,,Not Returned,42,Female,City95,Gift Card,Next-Day
Toys,377.36,1,,Not Returned,34,Male,City74,PayPal,Standard
Home,274.26,3,Changed mind,Returned,45,Female,City61,PayPal,Express
Electronics,309.12,1,Not as described,Returned,59,Female,City66,Debit Card,Next-Day
Home,329.79,3,,Not Returned,60,Male,City73,Debit Card,Next-Day
Home,243.18,4,Not as described,Returned,26,Male,City4,Gift Card,Standard
Books,158.69,5,Not as described,Returned,68,Female,City88,Debit Card,Next-Day
Books,164.73,2,Wrong item,Returned,33,Female,City36,Gift Card,Express
Home,187.99,3,,Not Returned,45,Male,City22,Credit Card,Next-Day
Electronics,469.74,1,,Not Returned,34,Female,City53,Credit Card,Standard
Home,473.16,4,Changed mind,Returned,18,Male,City38,Credit Card,Express
Home,324.02,2,Defective,Returned,46,Male,City96,Debit Card,Express
Home,253.73,1,Not as described,Returned,60,Female,City12,Debit Card,Standard
Toys,412.66,4,,Not Returned,35,Male,City70,PayPal,Next-Day
Clothing,213.8,2,Not as described,Returned,29,Male,City64,PayPal,Express
Books,34.96,4,,Not Returned,45,Female,City49,PayPal,Standard
Books,452.4,1,Not as described,Returned,20,Female,City35,Credit Card,Standard
Books,432.54,4,,Not Returned,20,Female,City26,PayPal,Next-Day
Home,363.89,4,,Not Returned,36,Female,City55,Debit Card,Standard
Electronics,110.15,4,Defective,Returned,46,Female,City15,Credit Card,Next-Day
Toys,101.95,4,Changed mind,Returned,19,Male,City11,Debit Card,Next-Day
Clothing,196.97,5,Changed mind,Returned,64,Female,City71,Gift Card,Standard
Toys,56.72,2,Defective,Returned,70,Female,City46,Credit Card,Next-Day
Clothing,306.45,4,Changed mind,Returned,46,Female,City85,Gift Card,Express
Clothing,76.05,2,,Not Returned,55,Female,City19,PayPal,Express
Toys,364.79,1,Defective,Returned,70,Female,City98,Credit Card,Standard
Electronics,109.25,1,Not as described,Returned,25,Female,City7,PayPal,Next-Day
Books,269.7,4,Wrong item,Returned,56,Male,City50,Debit Card,Next-Day
Toys,207.6,1,Defective,Returned,41,Female,City77,Debit Card,Standard
Clothing,151.84,1,Changed mind,Returned,51,Female,City41,Gift Card,Next-Day
Home,31.5,1,Not as described,Returned,45,Male,City13,Credit Card,Next-Day
Home,351.99,3,Not as described,Returned,44,Female,City80,Credit Card,Standard
Electronics,140.04,5,Wrong item,Returned,23,Female,City61,Gift Card,Standard
Books,178.94,3,,Not Returned,66,Male,City41,Debit Card,Express
Books,114.16,1,,Not Returned,29,Male,City38,Credit Card,Standard
Electronics,188.28,2,Defective,Returned,46,Male,City1,Gift Card,Standard
Clothing,240.38,2,Not as described,Returned,68,Male,City78,Debit Card,Next-Day
Electronics,426.32,4,Defective,Returned,26,Male,City44,Credit Card,Standard
Books,213.28,3,,Not Returned,41,Female,City28,Credit Card,Next-Day
Home,328.22,3,,Not Returned,23,Female,City75,Credit Card,Next-Day
Clothing,480.54,3,,Not Returned,18,Male,City38,Credit Card,Standard
Electronics,183.59,1,,Not Returned,51,Female,City23,Debit Card,Express
Clothing,15.28,1,Changed mind,Returned,25,Male,City68,PayPal,Standard
Books,462.97,3,Wrong item,Returned,57,Male,City60,Debit Card,Standard
Toys,497.94,4,Changed mind,Returned,35,Female,City43,Credit Card,Express
Books,448.36,5,,Not Returned,56,Female,City37,PayPal,Next-Day
Electronics,173,5,Changed mind,Returned,45,Female,City61,Debit Card,Standard
Electronics,280.9,4,,Not Returned,46,Male,City66,PayPal,Next-Day
Clothing,198.46,2,Wrong item,Returned,60,Male,City10,Gift Card,Standard
Clothing,344.58,1,Wrong item,Returned,23,Male,City53,Gift Card,Standard
Clothing,37.62,1,Wrong item,Returned,61,Female,City21,Gift Card,Express
Home,58.11,1,Wrong item,Returned,68,Female,City52,PayPal,Express
Toys,474.71,1,Defective,Returned,48,Female,City81,Credit Card,Standard
Electronics,459.06,1,Not as described,Returned,59,Female,City64,Credit Card,Express
Toys,381.45,2,Changed mind,Returned,39,Female,City67,PayPal,Express
Electronics,60.59,1,Changed mind,Returned,49,Male,City45,Gift Card,Standard
Home,188.44,1,,Not Returned,58,Female,City26,Credit Card,Next-Day
Home,217.78,5,,Not Returned,57,Female,City68,Debit Card,Next-Day
Toys,372.92,4,Changed mind,Returned,42,Female,City13,Debit Card,Next-Day
Clothing,161.82,2,,Not Returned,36,Male,City76,Credit Card,Standard
Home,478.15,1,Not as described,Returned,42,Male,City58,Gift Card,Express
Books,155.72,2,Wrong item,Returned,20,Female,City91,Debit Card,Next-Day
Books,485.83,2,Changed mind,Returned,65,Male,City15,Credit Card,Next-Day
Toys,382.05,2,,Not Returned,42,Male,City60,Credit Card,Next-Day
Clothing,433.89,4,,Not Returned,50,Female,City70,Credit Card,Standard
Clothing,320.47,1,,Not Returned,18,Female,City53,Gift Card,Next-Day
Home,484.53,4,Not as described,Returned,40,Female,City15,Gift Card,Next-Day
Electronics,236.61,3,,Not Returned,63,Male,City63,Debit Card,Express
Electronics,61.72,4,Defective,Returned,69,Female,City46,Debit Card,Express
Clothing,43.41,1,Wrong item,Returned,60,Female,City8,Credit Card,Standard
Toys,92.03,1,,Not Returned,67,Female,City60,Gift Card,Standard
Toys,46.99,3,Changed mind,Returned,19,Female,City26,PayPal,Express
Books,153.99,1,Wrong item,Returned,58,Male,City42,Credit Card,Standard
Clothing,313.5,2,,Not Returned,18,Female,City13,Gift Card,Next-Day
Electronics,261.76,2,,Not Returned,19,Male,City26,Gift Card,Express
Books,53.01,1,Wrong item,Returned,22,Female,City34,PayPal,Next-Day
Toys,144.5,3,Defective,Returned,66,Female,City86,Credit Card,Standard
Books,292.09,3,,Not Returned,34,Female,City15,PayPal,Next-Day
Books,380.27,4,,Not Returned,52,Male,City99,Credit Card,Next-Day
Books,283.02,4,,Not Returned,37,Female,City11,PayPal,Standard
Electronics,109.35,2,Changed mind,Returned,57,Female,City18,PayPal,Next-Day
Electronics,194.94,4,Not as described,Returned,20,Male,City36,Gift Card,Next-Day
Books,32.3,4,,Not Returned,53,Female,City16,PayPal,Next-Day
Clothing,196.82,4,Changed mind,Returned,23,Female,City9,PayPal,Express
Electronics,142.71,5,Wrong item,Returned,22,Female,City6,Debit Card,Next-Day
Electronics,194.46,4,Defective,Returned,45,Female,City25,Gift Card,Standard
Books,356.01,1,Defective,Returned,57,Male,City98,Gift Card,Next-Day
Home,272.12,2,Defective,Returned,37,Male,City10,Gift Card,Standard
Home,432.81,3,,Not Returned,30,Female,City66,Gift Card,Next-Day
Home,155.67,1,,Not Returned,46,Male,City89,Debit Card,Express
Clothing,87.84,3,Changed mind,Returned,63,Female,City54,Debit Card,Express
Clothing,260.39,1,Defective,Returned,26,Male,City51,Debit Card,Standard
Home,156.36,4,Defective,Returned,31,Male,City81,Debit Card,Express
Electronics,450.14,5,Not as described,Returned,66,Male,City48,Credit Card,Standard
Electronics,247.05,5,Wrong item,Returned,58,Female,City42,PayPal,Next-Day
Electronics,323.23,1,,Not Returned,33,Male,City18,Debit Card,Next-Day
Books,12.69,2,Not as described,Returned,51,Male,City42,Gift Card,Next-Day
Clothing,92.05,4,Changed mind,Returned,18,Male,City40,Debit Card,Standard
Books,269.79,5,Not as described,Returned,53,Male,City65,Credit Card,Standard
Electronics,356.87,3,Changed mind,Returned,19,Female,City94,Gift Card,Express
Home,174.9,2,Not as described,Returned,44,Female,City26,Debit Card,Express
Books,52.98,3,,Not Returned,32,Male,City51,PayPal,Express
Home,261.88,5,,Not Returned,51,Female,City59,Debit Card,Standard
Electronics,109.49,5,,Not Returned,39,Male,City63,Gift Card,Next-Day
Books,273.69,2,Changed mind,Returned,21,Male,City57,PayPal,Next-Day
Books,324.24,1,,Not Returned,29,Male,City14,Gift Card,Next-Day
Home,78.91,4,Wrong item,Returned,39,Male,City51,Gift Card,Express
Electronics,350.87,1,,Not Returned,45,Female,City41,Debit Card,Express
Home,6.13,3,Not as described,Returned,30,Female,City22,Debit Card,Next-Day
Books,262.81,4,Changed mind,Returned,29,Male,City26,Credit Card,Standard
Home,352.25,1,,Not Returned,56,Male,City3,PayPal,Standard
Books,207.84,1,,Not Returned,42,Female,City85,Debit Card,Next-Day
Clothing,352.69,3,Wrong item,Returned,51,Female,City100,Credit Card,Standard
Electronics,97.5,1,,Not Returned,49,Male,City81,Debit Card,Next-Day
Books,256.51,2,Not as described,Returned,47,Female,City56,PayPal,Standard
Home,112.64,3,Defective,Returned,40,Male,City2,Debit Card,Standard
Home,397.91,2,,Not Returned,69,Male,City49,Credit Card,Express
Clothing,285.58,3,,Not Returned,54,Male,City71,Debit Card,Next-Day
Electronics,281.85,3,,Not Returned,27,Male,City32,PayPal,Next-Day
Home,183.7,4,,Not Returned,65,Female,City79,PayPal,Express
Toys,173.86,3,,Not Returned,49,Male,City9,Gift Card,Next-Day
Books,408.11,3,Not as described,Returned,31,Female,City51,Gift Card,Express
Electronics,42.85,3,,Not Returned,64,Female,City32,Debit Card,Express
Electronics,394.27,4,Defective,Returned,61,Male,City29,Debit Card,Express
Home,466.55,3,,Not Returned,53,Female,City88,PayPal,Standard
Books,245.69,2,Defective,Returned,44,Male,City41,Debit Card,Standard
Toys,80.09,2,Defective,Returned,24,Male,City22,Debit Card,Standard
Clothing,33.12,1,,Not Returned,25,Female,City20,Credit Card,Express
Electronics,346.14,1,Defective,Returned,49,Male,City85,Gift Card,Standard
Electronics,110.07,3,,Not Returned,57,Male,City25,Debit Card,Standard
Books,320.5,2,Not as described,Returned,26,Male,City94,Gift Card,Express
Toys,176.25,3,,Not Returned,69,Female,City16,Credit Card,Next-Day
Clothing,345.12,3,Not as described,Returned,29,Female,City87,Credit Card,Next-Day
Electronics,78.55,4,Not as described,Returned,63,Female,City90,Credit Card,Next-Day
Clothing,43.29,5,,Not Returned,43,Female,City22,PayPal,Express
Books,402.19,1,,Not Returned,40,Female,City98,Debit Card,Standard
Home,87.09,4,Not as described,Returned,28,Male,City39,Credit Card,Express
Toys,292.57,5,Wrong item,Returned,49,Male,City58,Debit Card,Next-Day
Toys,113.84,4,,Not Returned,34,Male,City80,PayPal,Standard
Electronics,196.78,5,,Not Returned,30,Male,City59,Credit Card,Standard
Toys,126.29,3,Not as described,Returned,29,Male,City72,PayPal,Next-Day
Clothing,102.78,5,,Not Returned,34,Female,City58,Debit Card,Next-Day
Clothing,105.12,2,,Not Returned,44,Female,City16,PayPal,Express
Books,126.6,5,,Not Returned,56,Male,City29,Gift Card,Next-Day
Home,282.1,2,Wrong item,Returned,22,Male,City68,PayPal,Express
Clothing,339.72,1,,Not Returned,68,Female,City81,Credit Card,Next-Day
Clothing,111.95,1,Changed mind,Returned,69,Male,City61,Debit Card,Next-Day
Clothing,126.87,2,Defective,Returned,20,Female,City79,PayPal,Next-Day
Clothing,376.59,5,,Not Returned,57,Male,City25,PayPal,Express
Toys,74.95,4,,Not Returned,32,Male,City100,Debit Card,Next-Day
Books,292.89,4,Wrong item,Returned,55,Female,City100,PayPal,Standard
Toys,408.6,5,Changed mind,Returned,46,Female,City18,Gift Card,Next-Day
Electronics,94.1,1,Not as described,Returned,64,Male,City98,Debit Card,Next-Day
Home,205.71,1,,Not Returned,23,Female,City87,Credit Card,Express
Toys,264.5,1,,Not Returned,51,Female,City98,Credit Card,Standard
Clothing,169.03,4,Defective,Returned,65,Female,City36,Credit Card,Express
Electronics,177.43,4,Changed mind,Returned,59,Male,City84,Credit Card,Express
Books,236.93,2,,Not Returned,39,Male,City12,Debit Card,Standard
Books,88.77,1,Not as described,Returned,43,Male,City89,Gift Card,Standard
Clothing,35.3,2,Wrong item,Returned,23,Female,City66,Debit Card,Standard
Home,242.63,3,Defective,Returned,64,Male,City27,Credit Card,Standard
Electronics,333.82,3,Wrong item,Returned,60,Male,City6,PayPal,Standard
Books,177.72,4,,Not Returned,62,Male,City56,Debit Card,Express
Toys,278.55,5,,Not Returned,37,Male,City40,Credit Card,Standard
Home,386.04,5,,Not Returned,62,Female,City22,Credit Card,Next-Day
Home,341.8,5,,Not Returned,31,Male,City52,Gift Card,Standard
Clothing,113.43,2,,Not Returned,21,Female,City7,Credit Card,Standard
Clothing,431.77,4,Not as described,Returned,37,Female,City44,Gift Card,Express
Clothing,75.19,5,,Not Returned,38,Female,City25,PayPal,Standard
Clothing,169.35,4,Wrong item,Returned,55,Female,City99,Gift Card,Next-Day
Books,390.77,3,,Not Returned,60,Male,City95,Debit Card,Standard
Home,178.69,3,Defective,Returned,29,Male,City64,Debit Card,Standard
Home,380.17,1,Wrong item,Returned,19,Female,City58,Gift Card,Express
Electronics,301.51,1,Defective,Returned,48,Female,City50,PayPal,Standard
Toys,144.46,5,,Not Returned,25,Male,City31,Debit Card,Next-Day
Toys,424.67,4,,Not Returned,69,Female,City77,Credit Card,Express
Clothing,480.42,1,,Not Returned,23,Female,City1,Gift Card,Standard
Books,20.61,3,Changed mind,Returned,41,Female,City39,Debit Card,Express
Clothing,363.42,4,,Not Returned,54,Female,City25,Gift Card,Standard
Electronics,49,3,,Not Returned,65,Male,City70,Debit Card,Standard
Home,337.81,3,Changed mind,Returned,54,Male,City74,Credit Card,Standard
Home,268.8,1,,Not Returned,34,Male,City2,Credit Card,Express
Electronics,473.97,3,Changed mind,Returned,68,Female,City100,Gift Card,Next-Day
Clothing,207.44,4,Changed mind,Returned,35,Female,City22,Credit Card,Standard
Home,462.04,4,Defective,Returned,50,Male,City76,PayPal,Express
Electronics,139.61,2,Not as described,Returned,53,Male,City56,Debit Card,Standard
Toys,287.79,3,,Not Returned,32,Female,City68,PayPal,Next-Day
Electronics,15.79,1,Wrong item,Returned,41,Male,City100,Debit Card,Express
Electronics,472.83,5,,Not Returned,18,Male,City10,Gift Card,Next-Day
Electronics,419.81,2,,Not Returned,49,Female,City39,Credit Card,Next-Day
Electronics,483.19,3,Wrong item,Returned,23,Male,City29,Gift Card,Next-Day
Books,14.63,3,,Not Returned,49,Male,City1,Gift Card,Express
Clothing,359.4,3,,Not Returned,64,Female,City40,Debit Card,Express
Home,32.09,5,Wrong item,Returned,32,Female,City99,Debit Card,Next-Day
Books,273.79,5,Not as described,Returned,65,Male,City57,Gift Card,Express
Home,361.26,2,,Not Returned,57,Female,City24,Credit Card,Next-Day
Clothing,122.03,2,,Not Returned,60,Male,City49,PayPal,Standard
Toys,334,4,Changed mind,Returned,64,Female,City71,PayPal,Next-Day
Home,98.28,5,Changed mind,Returned,30,Female,City84,Gift Card,Standard
Toys,406.11,5,Wrong item,Returned,63,Female,City49,Gift Card,Next-Day
Home,283.71,1,Defective,Returned,53,Male,City1,Debit Card,Next-Day
Home,173.25,5,Wrong item,Returned,39,Female,City30,Debit Card,Next-Day
Toys,104.68,3,,Not Returned,59,Female,City57,Credit Card,Standard
Home,52.93,5,Wrong item,Returned,39,Female,City87,Debit Card,Express
Home,58.72,5,Changed mind,Returned,65,Male,City18,PayPal,Next-Day
Clothing,405.99,2,,Not Returned,23,Male,City60,Debit Card,Standard
Home,150.65,5,Not as described,Returned,34,Male,City12,Debit Card,Next-Day
Clothing,457.37,4,Not as described,Returned,40,Female,City15,Gift Card,Next-Day
Toys,400.6,3,Not as described,Returned,52,Male,City11,Debit Card,Standard
Clothing,438.4,2,,Not Returned,59,Male,City23,Gift Card,Standard
Clothing,99.03,2,Defective,Returned,21,Female,City69,Credit Card,Express
Toys,241.75,5,Not as described,Returned,43,Male,City60,PayPal,Standard
Toys,198.75,2,,Not Returned,65,Female,City22,Gift Card,Express
Electronics,299.3,5,,Not Returned,50,Male,City64,Credit Card,Next-Day
Books,171.07,1,Not as described,Returned,57,Male,City91,Debit Card,Express
Electronics,200.42,1,,Not Returned,35,Male,City95,Gift Card,Next-Day
Electronics,425.54,4,Defective,Returned,48,Female,City45,PayPal,Standard
Home,276.67,5,,Not Returned,56,Female,City49,Credit Card,Standard
Home,178.03,1,,Not Returned,28,Male,City43,Gift Card,Next-Day
Electronics,340.35,4,,Not Returned,30,Female,City31,PayPal,Next-Day
Books,288.95,2,,Not Returned,46,Male,City38,Credit Card,Standard
Toys,40.84,3,Wrong item,Returned,70,Female,City85,Gift Card,Next-Day
Books,139.66,1,Not as described,Returned,40,Female,City73,PayPal,Express
Clothing,351.48,2,Wrong item,Returned,64,Female,City76,PayPal,Express
Home,308.12,4,Not as described,Returned,28,Female,City91,Gift Card,Standard
Toys,437.18,2,Changed mind,Returned,19,Male,City64,PayPal,Express
Clothing,388.91,2,Not as described,Returned,46,Female,City58,Credit Card,Express
Home,30.34,5,Defective,Returned,45,Female,City78,Debit Card,Next-Day
Home,486.59,4,Changed mind,Returned,25,Female,City58,PayPal,Next-Day
Toys,273.17,5,Not as described,Returned,60,Female,City39,Credit Card,Standard
Home,241.71,3,Wrong item,Returned,39,Male,City19,Credit Card,Standard
Home,467.31,4,Changed mind,Returned,28,Male,City72,PayPal,Express
Home,350.26,1,,Not Returned,30,Male,City83,PayPal,Next-Day
Clothing,317.66,5,Changed mind,Returned,60,Male,City74,Debit Card,Express
Home,211.87,3,,Not Returned,33,Male,City42,Debit Card,Express
Clothing,315.55,4,,Not Returned,37,Female,City41,Credit Card,Express
Clothing,288.92,2,,Not Returned,18,Male,City64,Debit Card,Standard
Electronics,372.89,5,,Not Returned,22,Male,City72,Credit Card,Standard
Electronics,210.83,3,,Not Returned,32,Female,City64,Debit Card,Standard
Home,135.71,2,Defective,Returned,62,Female,City56,Debit Card,Standard
Toys,372.64,4,Defective,Returned,55,Female,City15,PayPal,Express
Books,57.64,4,Defective,Returned,61,Female,City10,Debit Card,Next-Day
Home,282.56,3,,Not Returned,62,Female,City57,PayPal,Express
Clothing,383.74,1,Defective,Returned,36,Female,City14,PayPal,Next-Day
Books,34.63,2,,Not Returned,62,Male,City76,Gift Card,Express
Books,250.15,2,,Not Returned,22,Male,City14,Debit Card,Express
Electronics,392.09,4,Defective,Returned,27,Female,City52,PayPal,Express
Electronics,303.61,4,Wrong item,Returned,57,Male,City55,PayPal,Next-Day
Electronics,76.78,3,,Not Returned,43,Female,City12,Credit Card,Standard
Home,411.7,5,Changed mind,Returned,26,Male,City26,Debit Card,Standard
Electronics,46.15,4,Wrong item,Returned,45,Male,City20,Credit Card,Next-Day
Clothing,156.03,2,Changed mind,Returned,56,Female,City69,Gift Card,Express
Books,378.57,5,,Not Returned,41,Female,City33,Debit Card,Express
Clothing,241.92,4,Defective,Returned,41,Male,City93,Gift Card,Next-Day
Electronics,27.8,1,Defective,Returned,70,Female,City15,Credit Card,Standard
Electronics,296.91,4,Defective,Returned,27,Male,City9,Gift Card,Standard
Books,495.08,3,,Not Returned,29,Female,City11,Gift Card,Standard
Toys,245.24,1,,Not Returned,29,Male,City80,PayPal,Standard
Clothing,76.09,4,Changed mind,Returned,69,Female,City21,PayPal,Next-Day
